age,sex,province,education,n
52,Female,Nova Scotia,Master's degree,2
52,Female,Ontario,Associate degree,24
52,Female,Ontario,Bachelor's degree,8
52,Female,Ontario,High school diploma,10
52,Female,Ontario,Master's degree,11
52,Female,Ontario,No high school diploma,1
52,Female,Prince Edward Island,Associate degree,3
52,Female,Quebec,Associate degree,14
52,Female,Quebec,Bachelor's degree,6
52,Female,Quebec,High school diploma,8
52,Female,Quebec,Master's degree,2
52,Female,Quebec,No high school diploma,1
52,Female,Saskatchewan,Associate degree,5
52,Female,Saskatchewan,Bachelor's degree,1
52,Female,Saskatchewan,High school diploma,2
52,Female,Saskatchewan,No high school diploma,1
52,Male,Alberta,Associate degree,6
52,Male,Alberta,Bachelor's degree,7
52,Male,Alberta,High school diploma,3
52,Male,Alberta,Master's degree,2
52,Male,Alberta,No high school diploma,3
52,Male,British Columbia,Associate degree,3
52,Male,British Columbia,Bachelor's degree,3
52,Male,British Columbia,High school diploma,5
52,Male,British Columbia,Master's degree,3
52,Male,British Columbia,No high school diploma,2
52,Male,Manitoba,Bachelor's degree,1
52,Male,Manitoba,High school diploma,3
52,Male,Manitoba,No high school diploma,2
52,Male,New Brunswick,Associate degree,5
52,Male,New Brunswick,Bachelor's degree,4
52,Male,New Brunswick,High school diploma,4
52,Male,New Brunswick,Master's degree,1
52,Male,Newfoundland and Labrador,Associate degree,2
52,Male,Newfoundland and Labrador,Bachelor's degree,1
52,Male,Newfoundland and Labrador,High school diploma,1
52,Male,Newfoundland and Labrador,Master's degree,1
52,Male,Newfoundland and Labrador,No high school diploma,4
52,Male,Nova Scotia,Associate degree,6
52,Male,Nova Scotia,Bachelor's degree,2
52,Male,Nova Scotia,High school diploma,2
52,Male,Nova Scotia,Master's degree,4
52,Male,Nova Scotia,No high school diploma,2
52,Male,Ontario,Associate degree,16
52,Male,Ontario,Bachelor's degree,11
52,Male,Ontario,High school diploma,12
52,Male,Ontario,Master's degree,4
52,Male,Ontario,No high school diploma,3
52,Male,Prince Edward Island,Associate degree,2
52,Male,Prince Edward Island,Bachelor's degree,1
52,Male,Quebec,Associate degree,20
52,Male,Quebec,Bachelor's degree,3
52,Male,Quebec,High school diploma,3
52,Male,Quebec,Master's degree,1
52,Male,Quebec,No high school diploma,10
52,Male,Saskatchewan,Associate degree,2
52,Male,Saskatchewan,Bachelor's degree,2
52,Male,Saskatchewan,High school diploma,2
52,Male,Saskatchewan,Master's degree,1
52,Male,Saskatchewan,No high school diploma,1
53,Female,Alberta,Associate degree,9
53,Female,Alberta,Bachelor's degree,1
53,Female,Alberta,High school diploma,7
53,Female,Alberta,No high school diploma,2
53,Female,British Columbia,Associate degree,13
53,Female,British Columbia,Bachelor's degree,6
53,Female,British Columbia,High school diploma,5
53,Female,British Columbia,Master's degree,1
53,Female,British Columbia,No high school diploma,3
53,Female,Manitoba,Associate degree,5
53,Female,Manitoba,High school diploma,3
53,Female,New Brunswick,Associate degree,8
53,Female,New Brunswick,Bachelor's degree,2
53,Female,New Brunswick,High school diploma,2
53,Female,New Brunswick,No high school diploma,1
53,Female,Newfoundland and Labrador,Associate degree,7
53,Female,Newfoundland and Labrador,High school diploma,3
53,Female,Newfoundland and Labrador,No high school diploma,2
53,Female,Nova Scotia,Associate degree,2
53,Female,Nova Scotia,Bachelor's degree,3
53,Female,Nova Scotia,High school diploma,2
53,Female,Nova Scotia,Master's degree,2
53,Female,Nova Scotia,No high school diploma,2
53,Female,Ontario,Associate degree,18
53,Female,Ontario,Bachelor's degree,10
53,Female,Ontario,High school diploma,18
53,Female,Ontario,Master's degree,5
53,Female,Ontario,No high school diploma,4
53,Female,Prince Edward Island,Associate degree,3
53,Female,Prince Edward Island,Bachelor's degree,1
53,Female,Prince Edward Island,High school diploma,4
53,Female,Prince Edward Island,No high school diploma,2
53,Female,Quebec,Associate degree,16
53,Female,Quebec,Bachelor's degree,5
53,Female,Quebec,High school diploma,7
53,Female,Quebec,Master's degree,2
53,Female,Saskatchewan,Associate degree,5
53,Female,Saskatchewan,Bachelor's degree,1
53,Female,Saskatchewan,High school diploma,1
53,Female,Saskatchewan,No high school diploma,2
53,Male,Alberta,Associate degree,8
53,Male,Alberta,Bachelor's degree,1
53,Male,Alberta,High school diploma,4
53,Male,Alberta,No high school diploma,2
53,Male,British Columbia,Associate degree,8
53,Male,British Columbia,Bachelor's degree,2
53,Male,British Columbia,High school diploma,4
53,Male,British Columbia,Master's degree,3
53,Male,British Columbia,No high school diploma,2
53,Male,Manitoba,Associate degree,6
53,Male,Manitoba,High school diploma,2
53,Male,Manitoba,No high school diploma,1
53,Male,New Brunswick,Associate degree,2
53,Male,New Brunswick,Bachelor's degree,2
53,Male,New Brunswick,High school diploma,4
53,Male,New Brunswick,No high school diploma,1
53,Male,Newfoundland and Labrador,Associate degree,3
53,Male,Newfoundland and Labrador,Bachelor's degree,2
53,Male,Newfoundland and Labrador,High school diploma,4
53,Male,Newfoundland and Labrador,Master's degree,1
53,Male,Newfoundland and Labrador,No high school diploma,3
53,Male,Nova Scotia,Associate degree,2
53,Male,Nova Scotia,Bachelor's degree,4
53,Male,Nova Scotia,High school diploma,1
53,Male,Nova Scotia,Master's degree,1
53,Male,Nova Scotia,No high school diploma,3
53,Male,Ontario,Associate degree,17
53,Male,Ontario,Bachelor's degree,9
53,Male,Ontario,High school diploma,10
53,Male,Ontario,Master's degree,7
53,Male,Ontario,No high school diploma,4
53,Male,Prince Edward Island,Associate degree,4
53,Male,Prince Edward Island,High school diploma,3
53,Male,Prince Edward Island,No high school diploma,1
53,Male,Quebec,Associate degree,9
53,Male,Quebec,Bachelor's degree,4
53,Male,Quebec,High school diploma,9
53,Male,Quebec,Master's degree,1
53,Male,Quebec,No high school diploma,1
53,Male,Saskatchewan,Associate degree,2
53,Male,Saskatchewan,High school diploma,1
54,Female,Alberta,Associate degree,5
54,Female,Alberta,Bachelor's degree,3
54,Female,Alberta,High school diploma,5
54,Female,Alberta,Master's degree,1
54,Female,British Columbia,Associate degree,8
54,Female,British Columbia,Bachelor's degree,4
54,Female,British Columbia,High school diploma,4
54,Female,British Columbia,Master's degree,4
54,Female,Manitoba,Associate degree,6
54,Female,Manitoba,High school diploma,3
54,Female,Manitoba,Master's degree,1
54,Female,New Brunswick,Associate degree,4
54,Female,New Brunswick,Bachelor's degree,4
54,Female,New Brunswick,High school diploma,5
54,Female,New Brunswick,Master's degree,1
54,Female,New Brunswick,No high school diploma,1
54,Female,Newfoundland and Labrador,Associate degree,7
54,Female,Newfoundland and Labrador,Bachelor's degree,1
54,Female,Newfoundland and Labrador,High school diploma,6
54,Female,Newfoundland and Labrador,No high school diploma,3
54,Female,Nova Scotia,Associate degree,8
54,Female,Nova Scotia,Bachelor's degree,1
54,Female,Nova Scotia,High school diploma,4
54,Female,Nova Scotia,Master's degree,1
54,Female,Nova Scotia,No high school diploma,2
54,Female,Ontario,Associate degree,26
54,Female,Ontario,Bachelor's degree,11
54,Female,Ontario,High school diploma,13
54,Female,Ontario,Master's degree,5
54,Female,Ontario,No high school diploma,3
54,Female,Prince Edward Island,Associate degree,4
54,Female,Prince Edward Island,Bachelor's degree,4
54,Female,Prince Edward Island,High school diploma,1
54,Female,Prince Edward Island,No high school diploma,3
54,Female,Quebec,Associate degree,13
54,Female,Quebec,Bachelor's degree,8
54,Female,Quebec,High school diploma,7
54,Female,Quebec,Master's degree,3
54,Female,Quebec,No high school diploma,3
54,Female,Saskatchewan,Associate degree,5
54,Female,Saskatchewan,Bachelor's degree,1
54,Female,Saskatchewan,No high school diploma,1
54,Male,Alberta,Associate degree,9
54,Male,Alberta,Bachelor's degree,2
54,Male,Alberta,High school diploma,7
54,Male,Alberta,Master's degree,1
54,Male,Alberta,No high school diploma,1
54,Male,British Columbia,Associate degree,6
54,Male,British Columbia,Bachelor's degree,1
54,Male,British Columbia,High school diploma,4
54,Male,British Columbia,No high school diploma,2
54,Male,Manitoba,Associate degree,4
54,Male,Manitoba,Bachelor's degree,1
54,Male,Manitoba,High school diploma,3
54,Male,Manitoba,Master's degree,1
54,Male,Manitoba,No high school diploma,3
54,Male,New Brunswick,Associate degree,4
54,Male,New Brunswick,High school diploma,2
54,Male,New Brunswick,Master's degree,4
54,Male,New Brunswick,No high school diploma,1
54,Male,Newfoundland and Labrador,Associate degree,5
54,Male,Newfoundland and Labrador,High school diploma,2
54,Male,Newfoundland and Labrador,No high school diploma,3
54,Male,Nova Scotia,Associate degree,5
54,Male,Nova Scotia,Bachelor's degree,1
54,Male,Nova Scotia,High school diploma,1
54,Male,Nova Scotia,Master's degree,1
54,Male,Nova Scotia,No high school diploma,1
54,Male,Ontario,Associate degree,16
54,Male,Ontario,Bachelor's degree,16
54,Male,Ontario,High school diploma,10
54,Male,Ontario,Master's degree,4
54,Male,Ontario,No high school diploma,2
54,Male,Prince Edward Island,Associate degree,2
54,Male,Prince Edward Island,High school diploma,6
54,Male,Prince Edward Island,Master's degree,1
54,Male,Quebec,Associate degree,10
54,Male,Quebec,Bachelor's degree,5
54,Male,Quebec,High school diploma,9
54,Male,Quebec,Master's degree,2
54,Male,Quebec,No high school diploma,7
54,Male,Saskatchewan,Associate degree,2
54,Male,Saskatchewan,Bachelor's degree,4
54,Male,Saskatchewan,High school diploma,2
54,Male,Saskatchewan,No high school diploma,3
55,Female,Alberta,Associate degree,12
55,Female,Alberta,Bachelor's degree,1
55,Female,Alberta,High school diploma,9
55,Female,Alberta,Master's degree,1
55,Female,Alberta,No high school diploma,2
55,Female,British Columbia,Associate degree,12
55,Female,British Columbia,Bachelor's degree,7
55,Female,British Columbia,High school diploma,5
55,Female,British Columbia,Master's degree,3
55,Female,British Columbia,No high school diploma,5
55,Female,Manitoba,Associate degree,4
55,Female,Manitoba,Bachelor's degree,1
55,Female,Manitoba,High school diploma,3
55,Female,New Brunswick,Associate degree,7
55,Female,New Brunswick,Bachelor's degree,2
55,Female,New Brunswick,High school diploma,9
55,Female,New Brunswick,Master's degree,3
55,Female,New Brunswick,No high school diploma,1
55,Female,Newfoundland and Labrador,Associate degree,3
55,Female,Newfoundland and Labrador,Bachelor's degree,1
55,Female,Newfoundland and Labrador,High school diploma,2
55,Female,Newfoundland and Labrador,No high school diploma,1
55,Female,Nova Scotia,Associate degree,6
55,Female,Nova Scotia,Bachelor's degree,1
55,Female,Nova Scotia,High school diploma,2
55,Female,Nova Scotia,Master's degree,1
55,Female,Ontario,Associate degree,20
55,Female,Ontario,Bachelor's degree,11
55,Female,Ontario,High school diploma,13
55,Female,Ontario,Master's degree,8
55,Female,Ontario,No high school diploma,3
55,Female,Prince Edward Island,Associate degree,3
55,Female,Prince Edward Island,Bachelor's degree,2
55,Female,Prince Edward Island,High school diploma,1
55,Female,Prince Edward Island,Master's degree,1
55,Female,Prince Edward Island,No high school diploma,1
55,Female,Quebec,Associate degree,12
55,Female,Quebec,Bachelor's degree,4
55,Female,Quebec,High school diploma,9
55,Female,Quebec,Master's degree,3
55,Female,Quebec,No high school diploma,8
55,Female,Saskatchewan,Associate degree,4
55,Female,Saskatchewan,High school diploma,1
55,Female,Saskatchewan,Master's degree,1
55,Female,Saskatchewan,No high school diploma,1
55,Male,Alberta,Associate degree,6
55,Male,Alberta,Bachelor's degree,1
55,Male,Alberta,High school diploma,8
55,Male,Alberta,Master's degree,1
55,Male,Alberta,No high school diploma,2
55,Male,British Columbia,Associate degree,10
55,Male,British Columbia,Bachelor's degree,2
55,Male,British Columbia,High school diploma,5
55,Male,British Columbia,Master's degree,3
55,Male,British Columbia,No high school diploma,2
55,Male,Manitoba,Associate degree,5
55,Male,Manitoba,High school diploma,5
55,Male,Manitoba,No high school diploma,3
55,Male,New Brunswick,Associate degree,3
55,Male,New Brunswick,Bachelor's degree,2
55,Male,New Brunswick,High school diploma,5
55,Male,New Brunswick,Master's degree,1
55,Male,New Brunswick,No high school diploma,2
55,Male,Newfoundland and Labrador,Associate degree,4
55,Male,Newfoundland and Labrador,Bachelor's degree,4
55,Male,Newfoundland and Labrador,High school diploma,3
55,Male,Newfoundland and Labrador,No high school diploma,2
55,Male,Nova Scotia,Associate degree,1
55,Male,Nova Scotia,Bachelor's degree,2
55,Male,Nova Scotia,High school diploma,7
55,Male,Nova Scotia,Master's degree,2
55,Male,Nova Scotia,No high school diploma,2
55,Male,Ontario,Associate degree,18
55,Male,Ontario,Bachelor's degree,10
55,Male,Ontario,High school diploma,13
55,Male,Ontario,Master's degree,5
55,Male,Ontario,No high school diploma,3
55,Male,Prince Edward Island,Associate degree,2
55,Male,Prince Edward Island,Bachelor's degree,1
55,Male,Prince Edward Island,High school diploma,4
55,Male,Prince Edward Island,Master's degree,1
55,Male,Prince Edward Island,No high school diploma,1
55,Male,Quebec,Associate degree,7
55,Male,Quebec,Bachelor's degree,8
55,Male,Quebec,High school diploma,3
55,Male,Quebec,Master's degree,3
55,Male,Quebec,No high school diploma,8
55,Male,Saskatchewan,Associate degree,3
55,Male,Saskatchewan,Bachelor's degree,1
55,Male,Saskatchewan,High school diploma,6
55,Male,Saskatchewan,Master's degree,1
55,Male,Saskatchewan,No high school diploma,1
56,Female,Alberta,Associate degree,5
56,Female,Alberta,Bachelor's degree,2
56,Female,Alberta,High school diploma,5
56,Female,Alberta,Master's degree,1
56,Female,British Columbia,Associate degree,12
56,Female,British Columbia,Bachelor's degree,4
56,Female,British Columbia,High school diploma,8
56,Female,British Columbia,Master's degree,3
56,Female,Manitoba,Associate degree,5
56,Female,Manitoba,Bachelor's degree,3
56,Female,Manitoba,High school diploma,4
56,Female,Manitoba,Master's degree,1
56,Female,Manitoba,No high school diploma,1
56,Female,New Brunswick,Associate degree,10
56,Female,New Brunswick,Bachelor's degree,2
56,Female,New Brunswick,High school diploma,4
56,Female,New Brunswick,No high school diploma,1
56,Female,Newfoundland and Labrador,Associate degree,5
56,Female,Newfoundland and Labrador,Bachelor's degree,1
56,Female,Newfoundland and Labrador,High school diploma,2
56,Female,Newfoundland and Labrador,No high school diploma,1
56,Female,Nova Scotia,Associate degree,8
56,Female,Nova Scotia,High school diploma,6
56,Female,Ontario,Associate degree,14
56,Female,Ontario,Bachelor's degree,16
56,Female,Ontario,High school diploma,14
56,Female,Ontario,Master's degree,5
56,Female,Ontario,No high school diploma,5
56,Female,Prince Edward Island,Associate degree,3
56,Female,Prince Edward Island,Bachelor's degree,1
56,Female,Prince Edward Island,High school diploma,3
56,Female,Quebec,Associate degree,15
56,Female,Quebec,Bachelor's degree,2
56,Female,Quebec,High school diploma,12
56,Female,Quebec,Master's degree,4
56,Female,Quebec,No high school diploma,9
56,Female,Saskatchewan,Associate degree,2
56,Female,Saskatchewan,High school diploma,3
56,Female,Saskatchewan,No high school diploma,1
56,Male,Alberta,Associate degree,9
56,Male,Alberta,Bachelor's degree,3
56,Male,Alberta,High school diploma,2
56,Male,Alberta,Master's degree,3
56,Male,Alberta,No high school diploma,2
56,Male,British Columbia,Associate degree,8
56,Male,British Columbia,High school diploma,6
56,Male,British Columbia,Master's degree,2
56,Male,British Columbia,No high school diploma,4
56,Male,Manitoba,Associate degree,1
56,Male,Manitoba,High school diploma,7
56,Male,Manitoba,No high school diploma,1
56,Male,New Brunswick,Associate degree,6
56,Male,New Brunswick,Bachelor's degree,4
56,Male,New Brunswick,High school diploma,4
56,Male,New Brunswick,No high school diploma,3
56,Male,Newfoundland and Labrador,Associate degree,4
56,Male,Newfoundland and Labrador,High school diploma,3
56,Male,Newfoundland and Labrador,Master's degree,2
56,Male,Newfoundland and Labrador,No high school diploma,3
56,Male,Nova Scotia,Associate degree,3
56,Male,Nova Scotia,High school diploma,6
56,Male,Nova Scotia,Master's degree,3
56,Male,Nova Scotia,No high school diploma,4
56,Male,Ontario,Associate degree,15
56,Male,Ontario,Bachelor's degree,9
56,Male,Ontario,High school diploma,12
56,Male,Ontario,Master's degree,8
56,Male,Ontario,No high school diploma,5
56,Male,Prince Edward Island,Associate degree,3
56,Male,Prince Edward Island,High school diploma,2
56,Male,Prince Edward Island,Master's degree,1
56,Male,Quebec,Associate degree,15
56,Male,Quebec,Bachelor's degree,3
56,Male,Quebec,High school diploma,16
56,Male,Quebec,Master's degree,2
56,Male,Quebec,No high school diploma,6
56,Male,Saskatchewan,Associate degree,1
56,Male,Saskatchewan,High school diploma,3
56,Male,Saskatchewan,Master's degree,1
57,Female,Alberta,Associate degree,4
57,Female,Alberta,Bachelor's degree,4
57,Female,Alberta,High school diploma,5
57,Female,British Columbia,Associate degree,8
57,Female,British Columbia,Bachelor's degree,7
57,Female,British Columbia,High school diploma,7
57,Female,British Columbia,Master's degree,3
57,Female,British Columbia,No high school diploma,1
57,Female,Manitoba,Associate degree,1
57,Female,Manitoba,Bachelor's degree,3
57,Female,Manitoba,High school diploma,4
57,Female,New Brunswick,Associate degree,5
57,Female,New Brunswick,Bachelor's degree,1
57,Female,New Brunswick,High school diploma,4
57,Female,New Brunswick,No high school diploma,2
57,Female,Newfoundland and Labrador,Associate degree,7
57,Female,Newfoundland and Labrador,Bachelor's degree,1
57,Female,Newfoundland and Labrador,High school diploma,2
57,Female,Newfoundland and Labrador,No high school diploma,2
57,Female,Nova Scotia,Associate degree,7
57,Female,Nova Scotia,Bachelor's degree,1
57,Female,Nova Scotia,High school diploma,3
57,Female,Nova Scotia,Master's degree,1
57,Female,Nova Scotia,No high school diploma,4
57,Female,Ontario,Associate degree,27
57,Female,Ontario,Bachelor's degree,16
57,Female,Ontario,High school diploma,13
57,Female,Ontario,Master's degree,4
57,Female,Ontario,No high school diploma,3
57,Female,Prince Edward Island,Associate degree,2
57,Female,Prince Edward Island,High school diploma,2
57,Female,Prince Edward Island,Master's degree,3
57,Female,Quebec,Associate degree,12
57,Female,Quebec,Bachelor's degree,8
57,Female,Quebec,High school diploma,14
57,Female,Quebec,Master's degree,2
57,Female,Quebec,No high school diploma,8
57,Female,Saskatchewan,Associate degree,8
57,Female,Saskatchewan,Bachelor's degree,2
57,Female,Saskatchewan,High school diploma,3
57,Female,Saskatchewan,No high school diploma,2
57,Male,Alberta,Associate degree,8
57,Male,Alberta,Bachelor's degree,3
57,Male,Alberta,High school diploma,5
57,Male,Alberta,Master's degree,1
57,Male,Alberta,No high school diploma,2
57,Male,British Columbia,Associate degree,4
57,Male,British Columbia,Bachelor's degree,2
57,Male,British Columbia,High school diploma,7
57,Male,British Columbia,Master's degree,1
57,Male,British Columbia,No high school diploma,6
57,Male,Manitoba,Bachelor's degree,1
57,Male,Manitoba,High school diploma,1
57,Male,Manitoba,No high school diploma,3
57,Male,New Brunswick,Associate degree,2
57,Male,New Brunswick,Bachelor's degree,1
57,Male,New Brunswick,High school diploma,6
57,Male,New Brunswick,Master's degree,2
57,Male,New Brunswick,No high school diploma,1
57,Male,Newfoundland and Labrador,Associate degree,6
57,Male,Newfoundland and Labrador,High school diploma,3
57,Male,Newfoundland and Labrador,Master's degree,1
57,Male,Newfoundland and Labrador,No high school diploma,2
57,Male,Nova Scotia,Associate degree,8
57,Male,Nova Scotia,Bachelor's degree,3
57,Male,Nova Scotia,High school diploma,4
57,Male,Nova Scotia,No high school diploma,2
57,Male,Ontario,Associate degree,16
57,Male,Ontario,Bachelor's degree,12
57,Male,Ontario,High school diploma,13
57,Male,Ontario,Master's degree,3
57,Male,Ontario,No high school diploma,5
57,Male,Prince Edward Island,High school diploma,1
57,Male,Prince Edward Island,Master's degree,1
57,Male,Quebec,Associate degree,9
57,Male,Quebec,Bachelor's degree,3
57,Male,Quebec,High school diploma,4
57,Male,Quebec,Master's degree,4
57,Male,Quebec,No high school diploma,5
57,Male,Saskatchewan,Associate degree,4
57,Male,Saskatchewan,Bachelor's degree,1
57,Male,Saskatchewan,High school diploma,5
57,Male,Saskatchewan,No high school diploma,3
58,Female,Alberta,Associate degree,11
58,Female,Alberta,Bachelor's degree,4
58,Female,Alberta,High school diploma,6
58,Female,British Columbia,Associate degree,14
58,Female,British Columbia,Bachelor's degree,3
58,Female,British Columbia,High school diploma,5
58,Female,British Columbia,Master's degree,1
58,Female,Manitoba,Associate degree,5
58,Female,Manitoba,High school diploma,3
58,Female,Manitoba,Master's degree,1
58,Female,Manitoba,No high school diploma,2
58,Female,New Brunswick,Associate degree,4
58,Female,New Brunswick,Bachelor's degree,6
58,Female,New Brunswick,High school diploma,11
58,Female,New Brunswick,Master's degree,2
58,Female,Newfoundland and Labrador,Associate degree,10
58,Female,Newfoundland and Labrador,Bachelor's degree,2
58,Female,Newfoundland and Labrador,High school diploma,1
58,Female,Newfoundland and Labrador,Master's degree,2
58,Female,Newfoundland and Labrador,No high school diploma,2
58,Female,Nova Scotia,Associate degree,9
58,Female,Nova Scotia,Bachelor's degree,2
58,Female,Nova Scotia,High school diploma,3
58,Female,Nova Scotia,Master's degree,2
58,Female,Nova Scotia,No high school diploma,3
58,Female,Ontario,Associate degree,24
58,Female,Ontario,Bachelor's degree,9
58,Female,Ontario,High school diploma,9
58,Female,Ontario,Master's degree,6
58,Female,Ontario,No high school diploma,3
58,Female,Prince Edward Island,Associate degree,5
58,Female,Prince Edward Island,Bachelor's degree,1
58,Female,Prince Edward Island,High school diploma,5
58,Female,Quebec,Associate degree,18
58,Female,Quebec,Bachelor's degree,6
58,Female,Quebec,High school diploma,14
58,Female,Quebec,Master's degree,3
58,Female,Quebec,No high school diploma,4
58,Female,Saskatchewan,Associate degree,4
58,Female,Saskatchewan,Bachelor's degree,1
58,Female,Saskatchewan,High school diploma,6
58,Female,Saskatchewan,No high school diploma,2
58,Male,Alberta,Associate degree,5
58,Male,Alberta,Bachelor's degree,1
58,Male,Alberta,High school diploma,4
58,Male,Alberta,Master's degree,1
58,Male,Alberta,No high school diploma,3
58,Male,British Columbia,Associate degree,4
58,Male,British Columbia,Bachelor's degree,5
58,Male,British Columbia,High school diploma,7
58,Male,British Columbia,Master's degree,2
58,Male,British Columbia,No high school diploma,1
58,Male,Manitoba,Associate degree,4
58,Male,Manitoba,Bachelor's degree,1
58,Male,Manitoba,High school diploma,5
58,Male,Manitoba,Master's degree,1
58,Male,Manitoba,No high school diploma,5
58,Male,New Brunswick,Associate degree,1
58,Male,New Brunswick,Bachelor's degree,2
58,Male,New Brunswick,No high school diploma,4
58,Male,Newfoundland and Labrador,Associate degree,1
58,Male,Newfoundland and Labrador,High school diploma,2
58,Male,Newfoundland and Labrador,No high school diploma,4
58,Male,Nova Scotia,Associate degree,3
58,Male,Nova Scotia,Bachelor's degree,1
58,Male,Nova Scotia,No high school diploma,5
58,Male,Ontario,Associate degree,22
58,Male,Ontario,Bachelor's degree,10
58,Male,Ontario,High school diploma,25
58,Male,Ontario,Master's degree,5
58,Male,Ontario,No high school diploma,7
58,Male,Prince Edward Island,Associate degree,2
58,Male,Prince Edward Island,Bachelor's degree,1
58,Male,Prince Edward Island,High school diploma,1
58,Male,Prince Edward Island,Master's degree,1
58,Male,Prince Edward Island,No high school diploma,2
58,Male,Quebec,Associate degree,12
58,Male,Quebec,Bachelor's degree,6
58,Male,Quebec,High school diploma,7
58,Male,Quebec,Master's degree,5
58,Male,Quebec,No high school diploma,4
58,Male,Saskatchewan,Associate degree,5
58,Male,Saskatchewan,Bachelor's degree,2
58,Male,Saskatchewan,High school diploma,1
58,Male,Saskatchewan,No high school diploma,4
59,Female,Alberta,Associate degree,6
59,Female,Alberta,Bachelor's degree,1
59,Female,Alberta,High school diploma,3
59,Female,Alberta,Master's degree,1
59,Female,Alberta,No high school diploma,2
59,Female,British Columbia,Associate degree,10
59,Female,British Columbia,Bachelor's degree,7
59,Female,British Columbia,High school diploma,8
59,Female,British Columbia,Master's degree,5
59,Female,British Columbia,No high school diploma,1
59,Female,Manitoba,Associate degree,6
59,Female,Manitoba,Bachelor's degree,4
59,Female,Manitoba,High school diploma,5
59,Female,Manitoba,Master's degree,2
59,Female,Manitoba,No high school diploma,3
59,Female,New Brunswick,Associate degree,3
59,Female,New Brunswick,Bachelor's degree,1
59,Female,New Brunswick,High school diploma,6
59,Female,New Brunswick,Master's degree,1
59,Female,New Brunswick,No high school diploma,1
59,Female,Newfoundland and Labrador,Associate degree,7
59,Female,Newfoundland and Labrador,Bachelor's degree,2
59,Female,Newfoundland and Labrador,High school diploma,3
59,Female,Newfoundland and Labrador,Master's degree,2
59,Female,Newfoundland and Labrador,No high school diploma,3
59,Female,Nova Scotia,Associate degree,15
59,Female,Nova Scotia,Bachelor's degree,1
59,Female,Nova Scotia,High school diploma,4
59,Female,Nova Scotia,Master's degree,1
59,Female,Nova Scotia,No high school diploma,2
59,Female,Ontario,Associate degree,22
59,Female,Ontario,Bachelor's degree,13
59,Female,Ontario,High school diploma,9
59,Female,Ontario,Master's degree,3
59,Female,Ontario,No high school diploma,8
59,Female,Prince Edward Island,Associate degree,7
59,Female,Prince Edward Island,Bachelor's degree,1
59,Female,Prince Edward Island,High school diploma,2
59,Female,Prince Edward Island,Master's degree,1
59,Female,Quebec,Associate degree,12
59,Female,Quebec,Bachelor's degree,3
59,Female,Quebec,High school diploma,10
59,Female,Quebec,Master's degree,3
59,Female,Quebec,No high school diploma,1
59,Female,Saskatchewan,Associate degree,4
59,Female,Saskatchewan,High school diploma,3
59,Male,Alberta,Associate degree,10
59,Male,Alberta,Bachelor's degree,1
59,Male,Alberta,High school diploma,3
59,Male,Alberta,No high school diploma,3
59,Male,British Columbia,Associate degree,11
59,Male,British Columbia,Bachelor's degree,10
59,Male,British Columbia,High school diploma,9
59,Male,British Columbia,Master's degree,3
59,Male,British Columbia,No high school diploma,3
59,Male,Manitoba,Associate degree,1
59,Male,Manitoba,Bachelor's degree,2
59,Male,Manitoba,High school diploma,2
59,Male,Manitoba,Master's degree,1
59,Male,Manitoba,No high school diploma,2
59,Male,New Brunswick,Associate degree,7
59,Male,New Brunswick,Bachelor's degree,3
59,Male,New Brunswick,High school diploma,7
59,Male,New Brunswick,No high school diploma,1
59,Male,Newfoundland and Labrador,Associate degree,4
59,Male,Newfoundland and Labrador,Bachelor's degree,2
59,Male,Newfoundland and Labrador,High school diploma,3
59,Male,Newfoundland and Labrador,No high school diploma,2
59,Male,Nova Scotia,Associate degree,4
59,Male,Nova Scotia,Bachelor's degree,3
59,Male,Nova Scotia,High school diploma,1
59,Male,Nova Scotia,Master's degree,2
59,Male,Nova Scotia,No high school diploma,5
59,Male,Ontario,Associate degree,16
59,Male,Ontario,Bachelor's degree,5
59,Male,Ontario,High school diploma,4
59,Male,Ontario,Master's degree,1
59,Male,Ontario,No high school diploma,6
59,Male,Prince Edward Island,Associate degree,2
59,Male,Prince Edward Island,Bachelor's degree,2
59,Male,Prince Edward Island,High school diploma,1
59,Male,Prince Edward Island,Master's degree,1
59,Male,Prince Edward Island,No high school diploma,1
59,Male,Quebec,Associate degree,7
59,Male,Quebec,Bachelor's degree,4
59,Male,Quebec,High school diploma,8
59,Male,Quebec,Master's degree,2
59,Male,Quebec,No high school diploma,9
59,Male,Saskatchewan,Associate degree,3
59,Male,Saskatchewan,Bachelor's degree,2
59,Male,Saskatchewan,High school diploma,3
60,Female,Alberta,Associate degree,7
60,Female,Alberta,Bachelor's degree,2
60,Female,Alberta,High school diploma,14
60,Female,Alberta,Master's degree,2
60,Female,Alberta,No high school diploma,1
60,Female,British Columbia,Associate degree,12
60,Female,British Columbia,Bachelor's degree,5
60,Female,British Columbia,High school diploma,10
60,Female,British Columbia,Master's degree,2
60,Female,British Columbia,No high school diploma,3
60,Female,Manitoba,Associate degree,5
60,Female,Manitoba,Bachelor's degree,4
60,Female,Manitoba,Master's degree,1
60,Female,New Brunswick,Associate degree,8
60,Female,New Brunswick,Bachelor's degree,2
60,Female,New Brunswick,High school diploma,3
60,Female,New Brunswick,No high school diploma,1
60,Female,Newfoundland and Labrador,Associate degree,4
60,Female,Newfoundland and Labrador,Bachelor's degree,1
