age,sex,province,education
66,Male,Prince Edward Island,Master's degree
35,Female,British Columbia,Associate degree
30,Female,British Columbia,Bachelor's degree
40,Female,British Columbia,Bachelor's degree
80,Female,British Columbia,No high school diploma
75,Female,British Columbia,Master's degree
35,Female,Manitoba,Bachelor's degree
53,Female,Quebec,High school diploma
46,Female,New Brunswick,Bachelor's degree
37,Male,Quebec,Associate degree
72,Female,Quebec,No high school diploma
58,Male,Newfoundland and Labrador,No high school diploma
18,Female,British Columbia,High school diploma
56,Female,British Columbia,Bachelor's degree
59,Female,Ontario,Associate degree
52,Female,Ontario,Associate degree
66,Male,Ontario,Associate degree
70,Female,Quebec,No high school diploma
44,Female,Ontario,Master's degree
77,Female,British Columbia,Master's degree
78,Male,Ontario,No high school diploma
59,Male,New Brunswick,High school diploma
23,Female,Quebec,High school diploma
51,Female,Alberta,Bachelor's degree
28,Male,Quebec,No high school diploma
37,Male,British Columbia,Associate degree
58,Female,Ontario,Associate degree
34,Female,Quebec,Bachelor's degree
70,Male,British Columbia,Associate degree
29,Female,Newfoundland and Labrador,Bachelor's degree
31,Female,Ontario,High school diploma
61,Female,British Columbia,Master's degree
36,Male,Quebec,Master's degree
65,Male,British Columbia,No high school diploma
46,Male,British Columbia,High school diploma
32,Female,Saskatchewan,High school diploma
32,Female,New Brunswick,Master's degree
75,Female,Alberta,Bachelor's degree
44,Male,British Columbia,High school diploma
46,Female,Ontario,Master's degree
34,Female,Quebec,Associate degree
58,Female,Quebec,High school diploma
41,Male,Newfoundland and Labrador,Associate degree
62,Female,Ontario,Associate degree
31,Female,Alberta,Bachelor's degree
54,Female,British Columbia,Associate degree
32,Female,Quebec,Master's degree
78,Female,Manitoba,Bachelor's degree
75,Female,Newfoundland and Labrador,No high school diploma
71,Male,British Columbia,Associate degree
72,Female,Nova Scotia,No high school diploma
57,Female,Ontario,Bachelor's degree
55,Male,Ontario,No high school diploma
52,Female,Quebec,High school diploma
72,Male,Saskatchewan,No high school diploma
49,Male,Ontario,Associate degree
59,Male,Quebec,No high school diploma
32,Male,Nova Scotia,Associate degree
38,Male,Alberta,Bachelor's degree
80,Male,Ontario,No high school diploma
50,Male,British Columbia,Bachelor's degree
71,Male,Saskatchewan,Associate degree
55,Female,Quebec,Associate degree
69,Female,British Columbia,Associate degree
30,Female,Alberta,Associate degree
50,Male,Ontario,High school diploma
49,Female,Ontario,Bachelor's degree
65,Male,Saskatchewan,High school diploma
40,Female,British Columbia,Bachelor's degree
58,Male,Ontario,Associate degree
44,Female,Nova Scotia,Bachelor's degree
80,Male,Alberta,Master's degree
67,Female,Manitoba,No high school diploma
64,Female,British Columbia,Associate degree
20,Female,British Columbia,High school diploma
68,Female,New Brunswick,No high school diploma
52,Male,Ontario,No high school diploma
77,Male,Ontario,No high school diploma
30,Male,Newfoundland and Labrador,Bachelor's degree
17,Female,Ontario,No high school diploma
18,Male,British Columbia,High school diploma
29,Male,Saskatchewan,Associate degree
62,Male,Alberta,Bachelor's degree
68,Female,Nova Scotia,High school diploma
70,Male,Ontario,Bachelor's degree
22,Male,British Columbia,High school diploma
73,Female,Nova Scotia,Associate degree
43,Male,British Columbia,High school diploma
52,Female,New Brunswick,No high school diploma
57,Male,British Columbia,High school diploma
43,Male,Newfoundland and Labrador,No high school diploma
49,Female,Ontario,High school diploma
29,Female,Ontario,Bachelor's degree
38,Female,Ontario,Bachelor's degree
36,Female,British Columbia,High school diploma
35,Male,Manitoba,Associate degree
53,Female,Ontario,Associate degree
45,Male,Alberta,High school diploma
54,Female,British Columbia,Bachelor's degree
42,Female,Ontario,High school diploma
38,Female,Quebec,Master's degree
53,Male,Alberta,No high school diploma
38,Male,New Brunswick,No high school diploma
79,Male,Quebec,Associate degree
77,Female,British Columbia,No high school diploma
70,Female,Prince Edward Island,High school diploma
41,Female,Quebec,Bachelor's degree
36,Male,Saskatchewan,Master's degree
63,Male,Newfoundland and Labrador,No high school diploma
46,Female,Ontario,High school diploma
46,Male,Quebec,Bachelor's degree
74,Female,Nova Scotia,No high school diploma
38,Male,New Brunswick,Associate degree
68,Male,Ontario,Bachelor's degree
69,Male,Ontario,Associate degree
38,Female,New Brunswick,Associate degree
39,Female,Ontario,Master's degree
37,Female,Ontario,Associate degree
59,Female,British Columbia,Bachelor's degree
61,Male,Alberta,High school diploma
21,Male,Ontario,High school diploma
73,Female,Ontario,Associate degree
70,Male,Ontario,No high school diploma
59,Female,British Columbia,Associate degree
52,Male,Ontario,High school diploma
80,Female,Alberta,High school diploma
66,Female,Nova Scotia,Associate degree
49,Female,Manitoba,High school diploma
58,Male,Quebec,Associate degree
65,Female,Nova Scotia,Bachelor's degree
35,Male,Ontario,Master's degree
65,Female,Ontario,No high school diploma
27,Male,Quebec,Associate degree
73,Male,Manitoba,Associate degree
38,Female,British Columbia,High school diploma
68,Male,Ontario,Master's degree
51,Male,Manitoba,High school diploma
65,Female,Ontario,Associate degree
70,Male,Ontario,Associate degree
63,Male,Ontario,High school diploma
37,Female,Newfoundland and Labrador,Bachelor's degree
66,Female,Ontario,Bachelor's degree
59,Female,Ontario,Bachelor's degree
56,Female,Quebec,Master's degree
34,Female,Alberta,High school diploma
69,Male,Alberta,Associate degree
18,Male,Alberta,High school diploma
70,Female,Ontario,Associate degree
30,Male,Nova Scotia,Bachelor's degree
36,Male,Quebec,Associate degree
65,Female,New Brunswick,Associate degree
46,Female,Quebec,No high school diploma
80,Male,British Columbia,No high school diploma
80,Male,Alberta,No high school diploma
67,Female,British Columbia,High school diploma
32,Female,British Columbia,Bachelor's degree
42,Male,Ontario,Master's degree
58,Male,Prince Edward Island,High school diploma
66,Male,Manitoba,Associate degree
61,Female,British Columbia,High school diploma
47,Male,British Columbia,Associate degree
75,Female,New Brunswick,No high school diploma
76,Female,British Columbia,High school diploma
61,Male,British Columbia,Associate degree
80,Male,British Columbia,No high school diploma
66,Female,Quebec,No high school diploma
59,Female,Newfoundland and Labrador,Associate degree
80,Male,Saskatchewan,Bachelor's degree
50,Male,British Columbia,Associate degree
44,Male,Ontario,Bachelor's degree
64,Male,British Columbia,Associate degree
74,Male,Alberta,Associate degree
34,Female,New Brunswick,Bachelor's degree
57,Male,Quebec,Master's degree
76,Male,British Columbia,Associate degree
68,Male,British Columbia,No high school diploma
26,Male,British Columbia,Associate degree
55,Male,Ontario,Associate degree
25,Female,Ontario,Bachelor's degree
36,Male,British Columbia,High school diploma
80,Female,Saskatchewan,High school diploma
80,Male,British Columbia,High school diploma
75,Female,Quebec,No high school diploma
65,Female,Ontario,High school diploma
25,Female,British Columbia,Associate degree
80,Female,Manitoba,No high school diploma
56,Male,Newfoundland and Labrador,No high school diploma
63,Female,Ontario,High school diploma
62,Female,Alberta,Associate degree
36,Male,Prince Edward Island,High school diploma
41,Male,Alberta,Associate degree
38,Female,Alberta,Associate degree
42,Male,Manitoba,High school diploma
28,Female,Ontario,High school diploma
58,Female,New Brunswick,Bachelor's degree
25,Male,Quebec,Associate degree
33,Male,Newfoundland and Labrador,Associate degree
72,Female,Ontario,High school diploma
75,Female,Ontario,High school diploma
47,Female,Quebec,Master's degree
62,Female,Ontario,Associate degree
70,Female,Manitoba,Associate degree
65,Male,British Columbia,High school diploma
66,Female,Ontario,Associate degree
25,Female,Ontario,Bachelor's degree
52,Male,Quebec,No high school diploma
80,Female,Manitoba,No high school diploma
54,Female,Ontario,Bachelor's degree
58,Male,Ontario,Bachelor's degree
25,Female,Quebec,High school diploma
34,Female,Manitoba,Associate degree
72,Female,Newfoundland and Labrador,No high school diploma
58,Female,Ontario,High school diploma
72,Female,Quebec,Master's degree
63,Female,British Columbia,Master's degree
77,Female,Quebec,High school diploma
65,Female,Quebec,High school diploma
29,Female,New Brunswick,Bachelor's degree
54,Female,Nova Scotia,Associate degree
65,Female,British Columbia,Associate degree
41,Female,Nova Scotia,Bachelor's degree
15,Female,Quebec,No high school diploma
37,Female,Ontario,Bachelor's degree
57,Female,British Columbia,Bachelor's degree
30,Male,British Columbia,Bachelor's degree
66,Male,Prince Edward Island,Associate degree
64,Male,Nova Scotia,No high school diploma
54,Male,Manitoba,Associate degree
25,Female,Manitoba,Bachelor's degree
33,Male,Ontario,High school diploma
26,Female,New Brunswick,Associate degree
61,Female,Ontario,High school diploma
68,Female,Quebec,High school diploma
80,Male,Saskatchewan,No high school diploma
77,Male,Nova Scotia,Associate degree
67,Male,Manitoba,No high school diploma
28,Female,Ontario,Associate degree
35,Female,British Columbia,Associate degree
59,Male,British Columbia,Associate degree
47,Female,British Columbia,Associate degree
48,Female,Ontario,High school diploma
38,Male,Ontario,Bachelor's degree
62,Male,British Columbia,High school diploma
67,Female,Ontario,High school diploma
45,Female,Quebec,Master's degree
78,Female,Newfoundland and Labrador,No high school diploma
42,Male,Saskatchewan,High school diploma
72,Male,Ontario,Master's degree
59,Female,Newfoundland and Labrador,No high school diploma
38,Female,British Columbia,Associate degree
55,Male,Quebec,No high school diploma
47,Female,Ontario,Bachelor's degree
80,Male,British Columbia,Associate degree
71,Male,Ontario,High school diploma
68,Female,British Columbia,High school diploma
45,Male,Manitoba,High school diploma
66,Male,Ontario,Associate degree
41,Male,Manitoba,High school diploma
33,Female,Quebec,High school diploma
63,Female,Ontario,No high school diploma
21,Male,Ontario,High school diploma
16,Male,New Brunswick,No high school diploma
49,Female,British Columbia,Associate degree
60,Male,Quebec,High school diploma
29,Male,Manitoba,High school diploma
41,Male,Saskatchewan,Associate degree
16,Female,New Brunswick,No high school diploma
72,Female,Ontario,Associate degree
29,Male,Manitoba,Associate degree
68,Male,Newfoundland and Labrador,No high school diploma
64,Male,Manitoba,No high school diploma
52,Female,British Columbia,Associate degree
41,Male,British Columbia,Associate degree
60,Female,Quebec,Associate degree
67,Female,Quebec,Associate degree
56,Female,Nova Scotia,High school diploma
34,Male,British Columbia,Associate degree
36,Male,Alberta,High school diploma
60,Male,Quebec,Bachelor's degree
35,Male,Quebec,Bachelor's degree
80,Male,Ontario,No high school diploma
80,Female,Quebec,Bachelor's degree
68,Male,Quebec,High school diploma
60,Female,Ontario,High school diploma
65,Male,Nova Scotia,Master's degree
67,Female,British Columbia,High school diploma
71,Female,Saskatchewan,High school diploma
24,Male,Saskatchewan,High school diploma
52,Female,Ontario,High school diploma
71,Male,Quebec,High school diploma
48,Female,Ontario,High school diploma
60,Male,Nova Scotia,High school diploma
55,Female,Ontario,Bachelor's degree
51,Male,Newfoundland and Labrador,Associate degree
32,Female,Saskatchewan,Associate degree
47,Male,Ontario,High school diploma
50,Male,British Columbia,Bachelor's degree
65,Male,Manitoba,No high school diploma
53,Female,British Columbia,Associate degree
26,Female,Quebec,Bachelor's degree
77,Male,Quebec,No high school diploma
77,Male,New Brunswick,No high school diploma
18,Female,British Columbia,High school diploma
46,Male,Saskatchewan,No high school diploma
79,Male,Ontario,High school diploma
27,Female,Ontario,Bachelor's degree
80,Female,Quebec,No high school diploma
32,Male,Ontario,Associate degree
48,Female,Quebec,Master's degree
22,Female,Ontario,Bachelor's degree
71,Female,Nova Scotia,High school diploma
31,Female,Ontario,Bachelor's degree
38,Female,Quebec,Master's degree
54,Male,Ontario,High school diploma
21,Female,Nova Scotia,High school diploma
25,Female,Saskatchewan,Associate degree
46,Male,Ontario,High school diploma
57,Male,Quebec,Associate degree
68,Male,Manitoba,Associate degree
69,Female,Quebec,High school diploma
67,Male,Manitoba,High school diploma
46,Male,New Brunswick,Bachelor's degree
59,Female,Quebec,High school diploma
66,Male,Quebec,High school diploma
46,Male,Ontario,Bachelor's degree
77,Female,Ontario,Bachelor's degree
71,Male,British Columbia,Master's degree
45,Female,Ontario,Bachelor's degree
51,Male,Alberta,Associate degree
27,Male,Saskatchewan,High school diploma
15,Female,British Columbia,No high school diploma
42,Female,Ontario,Associate degree
63,Female,Quebec,Bachelor's degree
22,Female,Saskatchewan,Associate degree
65,Male,Ontario,Associate degree
62,Male,British Columbia,No high school diploma
80,Male,New Brunswick,Associate degree
80,Female,Ontario,No high school diploma
60,Male,British Columbia,Bachelor's degree
45,Female,Newfoundland and Labrador,Associate degree
73,Female,Newfoundland and Labrador,No high school diploma
57,Female,Nova Scotia,Master's degree
33,Female,British Columbia,Associate degree
37,Male,Saskatchewan,Associate degree
17,Female,Quebec,High school diploma
35,Male,British Columbia,High school diploma
36,Male,Ontario,No high school diploma
34,Male,Ontario,Bachelor's degree
55,Male,Ontario,Associate degree
80,Female,Manitoba,High school diploma
50,Female,Quebec,No high school diploma
77,Male,British Columbia,Bachelor's degree
67,Female,Quebec,No high school diploma
74,Female,Ontario,Bachelor's degree
22,Female,British Columbia,Bachelor's degree
54,Male,Newfoundland and Labrador,Associate degree
56,Male,Manitoba,High school diploma
75,Male,British Columbia,Associate degree
79,Female,Quebec,High school diploma
32,Female,New Brunswick,High school diploma
54,Male,Alberta,Associate degree
63,Male,Manitoba,Master's degree
16,Female,Alberta,No high school diploma
74,Female,Quebec,Associate degree
45,Female,Newfoundland and Labrador,Master's degree
43,Male,Ontario,High school diploma
68,Female,Quebec,Bachelor's degree
67,Female,Quebec,Associate degree
69,Male,Quebec,Bachelor's degree
19,Male,Ontario,High school diploma
32,Female,Quebec,Associate degree
61,Female,Quebec,Master's degree
56,Male,Prince Edward Island,Master's degree
44,Male,Quebec,Master's degree
80,Female,Quebec,Associate degree
60,Male,British Columbia,Master's degree
77,Female,Ontario,Associate degree
41,Male,Ontario,High school diploma
63,Male,New Brunswick,Master's degree
44,Female,Ontario,High school diploma
60,Male,Manitoba,Associate degree
69,Female,British Columbia,Associate degree
61,Male,Ontario,Associate degree
80,Female,Ontario,Associate degree
74,Female,British Columbia,Master's degree
56,Female,New Brunswick,Associate degree
31,Male,Saskatchewan,High school diploma
73,Female,Nova Scotia,No high school diploma
70,Male,Ontario,High school diploma
19,Male,Quebec,High school diploma
25,Female,Newfoundland and Labrador,Bachelor's degree
66,Female,Ontario,Associate degree
70,Male,Ontario,No high school diploma
70,Female,Prince Edward Island,Bachelor's degree
38,Female,Alberta,Associate degree
80,Female,Nova Scotia,Associate degree
56,Female,Quebec,Associate degree
36,Female,New Brunswick,Master's degree
23,Female,Ontario,Bachelor's degree
41,Female,Quebec,Associate degree
62,Female,Newfoundland and Labrador,Master's degree
69,Male,Quebec,Bachelor's degree
55,Female,Quebec,Associate degree
31,Female,New Brunswick,Associate degree
73,Male,British Columbia,Associate degree
29,Female,Ontario,Associate degree
52,Female,Manitoba,High school diploma
64,Male,Prince Edward Island,High school diploma
63,Female,Alberta,High school diploma
30,Male,Quebec,High school diploma
45,Male,Quebec,No high school diploma
28,Male,Manitoba,Associate degree
77,Female,British Columbia,Associate degree
70,Male,Alberta,Bachelor's degree
51,Male,New Brunswick,Associate degree
20,Male,Ontario,High school diploma
68,Male,Ontario,No high school diploma
80,Male,Ontario,Associate degree
46,Male,Ontario,Bachelor's degree
52,Female,Quebec,Associate degree
59,Male,Ontario,No high school diploma
27,Female,Manitoba,High school diploma
80,Female,British Columbia,High school diploma
32,Male,British Columbia,Bachelor's degree
34,Female,Alberta,Bachelor's degree
41,Male,Quebec,Associate degree
41,Female,Manitoba,High school diploma
32,Female,Alberta,Master's degree
80,Female,Alberta,High school diploma
79,Male,Ontario,Master's degree
59,Female,Ontario,Associate degree
68,Female,Quebec,High school diploma
18,Female,Ontario,High school diploma
69,Male,Ontario,Associate degree
70,Female,Quebec,Associate degree
22,Male,Ontario,Associate degree
43,Male,Prince Edward Island,High school diploma
61,Male,Manitoba,High school diploma
66,Female,Alberta,High school diploma
80,Male,Newfoundland and Labrador,No high school diploma
68,Male,Manitoba,No high school diploma
49,Female,Ontario,Bachelor's degree
41,Female,Ontario,Associate degree
73,Male,British Columbia,Associate degree
33,Female,Manitoba,Bachelor's degree
57,Male,Ontario,Associate degree
59,Male,Quebec,No high school diploma
15,Male,British Columbia,No high school diploma
37,Female,Ontario,Associate degree
76,Female,Newfoundland and Labrador,No high school diploma
27,Male,Alberta,Associate degree
66,Male,Manitoba,Associate degree
50,Female,Quebec,Associate degree
70,Female,Manitoba,No high school diploma
21,Female,Quebec,Bachelor's degree
72,Female,Quebec,High school diploma
17,Female,Manitoba,No high school diploma
36,Female,Ontario,Master's degree
36,Female,Quebec,Associate degree
26,Female,New Brunswick,Master's degree
53,Male,British Columbia,Master's degree
78,Male,Quebec,Associate degree
59,Male,New Brunswick,Associate degree
64,Female,New Brunswick,High school diploma
68,Female,Ontario,Bachelor's degree
25,Male,Ontario,Bachelor's degree
69,Male,Quebec,Bachelor's degree
33,Male,Quebec,Master's degree
64,Female,Nova Scotia,Master's degree
52,Male,Quebec,Associate degree
35,Female,Ontario,Associate degree
75,Male,Quebec,Master's degree
40,Male,New Brunswick,Bachelor's degree
25,Female,British Columbia,Associate degree
75,Male,Alberta,Associate degree
80,Female,Alberta,Bachelor's degree
73,Male,Quebec,Bachelor's degree
58,Male,Ontario,Master's degree
35,Female,Ontario,Bachelor's degree
51,Male,Quebec,Associate degree
70,Male,New Brunswick,No high school diploma
67,Female,Ontario,Master's degree
63,Female,Prince Edward Island,High school diploma
62,Female,Quebec,Associate degree
59,Female,Quebec,Associate degree
43,Female,Newfoundland and Labrador,Bachelor's degree
32,Female,Ontario,High school diploma
73,Female,Ontario,High school diploma
52,Male,Alberta,Bachelor's degree
56,Male,Quebec,High school diploma
80,Female,British Columbia,No high school diploma
55,Male,Newfoundland and Labrador,Bachelor's degree
59,Female,Prince Edward Island,Associate degree
53,Female,Newfoundland and Labrador,High school diploma
65,Female,Quebec,No high school diploma
63,Female,Ontario,Associate degree
45,Female,Ontario,Associate degree
59,Female,Quebec,No high school diploma
65,Male,British Columbia,Associate degree
78,Female,New Brunswick,High school diploma
30,Male,British Columbia,Bachelor's degree
47,Female,Ontario,Bachelor's degree
52,Female,Quebec,Bachelor's degree
41,Male,Manitoba,Bachelor's degree
26,Female,Ontario,Associate degree
49,Male,Ontario,Bachelor's degree
75,Male,Ontario,Bachelor's degree
62,Male,New Brunswick,High school diploma
39,Female,Ontario,Associate degree
55,Female,Alberta,Associate degree
69,Female,Quebec,Associate degree
35,Male,Quebec,Bachelor's degree
70,Female,Saskatchewan,Bachelor's degree
49,Male,Quebec,Bachelor's degree
49,Male,Ontario,Master's degree
41,Male,Ontario,High school diploma
78,Male,Alberta,High school diploma
38,Female,Quebec,No high school diploma
46,Female,Nova Scotia,High school diploma
21,Male,Quebec,High school diploma
36,Female,New Brunswick,Bachelor's degree
71,Female,Alberta,Master's degree
27,Male,Alberta,High school diploma
27,Female,Ontario,Master's degree
50,Female,Nova Scotia,Bachelor's degree
50,Female,British Columbia,High school diploma
37,Male,Quebec,Associate degree
38,Female,Alberta,Bachelor's degree
80,Male,British Columbia,Associate degree
62,Male,New Brunswick,Bachelor's degree
30,Female,Quebec,Associate degree
55,Female,British Columbia,Master's degree
24,Male,Manitoba,Bachelor's degree
60,Male,Newfoundland and Labrador,No high school diploma
53,Male,Alberta,High school diploma
65,Female,Newfoundland and Labrador,Bachelor's degree
30,Male,Quebec,Master's degree
63,Female,New Brunswick,Associate degree
34,Male,Ontario,Associate degree
47,Female,British Columbia,Associate degree
34,Male,Quebec,Master's degree
58,Female,Alberta,High school diploma
56,Female,Nova Scotia,High school diploma
58,Female,Nova Scotia,Associate degree
31,Male,Quebec,Bachelor's degree
42,Male,Alberta,Master's degree
53,Male,Ontario,High school diploma
28,Female,Saskatchewan,Bachelor's degree
64,Male,Saskatchewan,Associate degree
31,Female,Ontario,Bachelor's degree
73,Female,Nova Scotia,No high school diploma
56,Female,New Brunswick,Associate degree
66,Male,Ontario,Bachelor's degree
77,Female,Ontario,Bachelor's degree
80,Female,Ontario,High school diploma
23,Male,Alberta,No high school diploma
42,Male,British Columbia,Associate degree
60,Female,British Columbia,Associate degree
46,Female,New Brunswick,Associate degree
80,Male,British Columbia,No high school diploma
37,Female,Ontario,Bachelor's degree
35,Male,Alberta,Bachelor's degree
68,Female,Quebec,Associate degree
22,Male,British Columbia,High school diploma
29,Female,Manitoba,Master's degree
58,Male,Ontario,Associate degree
80,Male,Quebec,High school diploma
39,Female,Ontario,Associate degree
80,Male,Ontario,High school diploma
34,Female,Quebec,Bachelor's degree
31,Female,Manitoba,Bachelor's degree
37,Male,Ontario,High school diploma
16,Female,New Brunswick,No high school diploma
34,Female,Quebec,Associate degree
46,Male,New Brunswick,Associate degree
69,Female,Saskatchewan,High school diploma
64,Male,British Columbia,No high school diploma
60,Male,Ontario,High school diploma
66,Female,Quebec,Associate degree
61,Female,Quebec,High school diploma
61,Male,Quebec,Bachelor's degree
66,Female,Manitoba,High school diploma
37,Male,Ontario,High school diploma
19,Female,Ontario,High school diploma
39,Female,Quebec,Associate degree
71,Male,Ontario,Associate degree
31,Female,Ontario,Bachelor's degree
46,Female,New Brunswick,Associate degree
65,Male,Nova Scotia,Associate degree
50,Female,Ontario,Associate degree
74,Male,Quebec,Bachelor's degree
64,Male,British Columbia,Associate degree
39,Male,Ontario,High school diploma
39,Male,Saskatchewan,High school diploma
76,Male,Prince Edward Island,High school diploma
71,Female,Ontario,Associate degree
58,Male,Ontario,Associate degree
69,Male,Quebec,Master's degree
64,Male,British Columbia,No high school diploma
32,Male,British Columbia,High school diploma
55,Female,Ontario,Associate degree
34,Male,Manitoba,Master's degree
29,Female,Ontario,Master's degree
80,Male,Saskatchewan,Associate degree
41,Female,Nova Scotia,High school diploma
51,Male,Newfoundland and Labrador,Associate degree
67,Female,Ontario,Associate degree
70,Male,Manitoba,High school diploma
35,Female,Nova Scotia,Associate degree
22,Female,Quebec,Associate degree
80,Female,Newfoundland and Labrador,Associate degree
34,Male,Ontario,Master's degree
41,Female,Newfoundland and Labrador,High school diploma
80,Male,Alberta,High school diploma
62,Female,British Columbia,Bachelor's degree
73,Male,Quebec,No high school diploma
72,Male,Ontario,Associate degree
43,Female,British Columbia,High school diploma
80,Female,Quebec,High school diploma
59,Male,Nova Scotia,No high school diploma
72,Male,Newfoundland and Labrador,Bachelor's degree
32,Male,Manitoba,Associate degree
40,Female,Saskatchewan,High school diploma
67,Female,Alberta,Master's degree
71,Female,Saskatchewan,No high school diploma
74,Female,Quebec,Associate degree
55,Female,New Brunswick,Associate degree
30,Female,Ontario,High school diploma
51,Female,British Columbia,Master's degree
48,Male,Manitoba,No high school diploma
65,Female,New Brunswick,Associate degree
27,Male,New Brunswick,Bachelor's degree
51,Female,Quebec,High school diploma
56,Male,British Columbia,Associate degree
77,Female,Manitoba,Associate degree
26,Male,Manitoba,Associate degree
26,Male,Alberta,High school diploma
68,Male,Alberta,Bachelor's degree
69,Male,Ontario,High school diploma
69,Female,Quebec,High school diploma
50,Male,Alberta,Bachelor's degree
60,Female,Ontario,Associate degree
79,Male,Saskatchewan,No high school diploma
65,Female,New Brunswick,Bachelor's degree
75,Male,British Columbia,Associate degree
33,Male,Alberta,High school diploma
57,Male,Ontario,No high school diploma
48,Male,Ontario,Associate degree
44,Female,Ontario,High school diploma
31,Female,Ontario,Associate degree
34,Female,Alberta,Bachelor's degree
45,Male,Manitoba,No high school diploma
28,Male,Quebec,Associate degree
54,Female,New Brunswick,No high school diploma
56,Female,Manitoba,Bachelor's degree
72,Female,Alberta,Bachelor's degree
72,Female,Ontario,High school diploma
24,Female,Manitoba,Associate degree
32,Female,Ontario,Bachelor's degree
24,Male,Alberta,Bachelor's degree
42,Female,Quebec,Associate degree
39,Female,Alberta,Bachelor's degree
68,Female,Ontario,Bachelor's degree
68,Female,New Brunswick,Associate degree
72,Female,New Brunswick,No high school diploma
68,Female,Prince Edward Island,Bachelor's degree
80,Female,Nova Scotia,High school diploma
19,Female,Alberta,High school diploma
26,Male,Quebec,No high school diploma
49,Female,British Columbia,Associate degree
46,Male,Saskatchewan,High school diploma
47,Female,Newfoundland and Labrador,Bachelor's degree
41,Female,Manitoba,Bachelor's degree
45,Male,Quebec,Associate degree
38,Female,Nova Scotia,Master's degree
46,Female,Quebec,Associate degree
58,Female,Ontario,Associate degree
63,Male,Saskatchewan,Associate degree
65,Female,Alberta,Master's degree
26,Female,Ontario,High school diploma
58,Male,Alberta,Bachelor's degree
65,Male,Ontario,Associate degree
32,Male,Ontario,High school diploma
71,Female,Manitoba,Associate degree
67,Female,British Columbia,Associate degree
38,Female,Nova Scotia,Master's degree
80,Female,Saskatchewan,No high school diploma
32,Male,Alberta,Bachelor's degree
58,Male,British Columbia,High school diploma
74,Male,Ontario,No high school diploma
71,Female,British Columbia,Master's degree
46,Female,Manitoba,Bachelor's degree
40,Male,Alberta,Associate degree
55,Female,Ontario,High school diploma
28,Female,Manitoba,Bachelor's degree
68,Female,British Columbia,Bachelor's degree
18,Male,Newfoundland and Labrador,High school diploma
80,Female,Nova Scotia,Bachelor's degree
42,Male,Quebec,Associate degree
28,Female,Saskatchewan,High school diploma
37,Female,Newfoundland and Labrador,Bachelor's degree
43,Female,Ontario,Master's degree
31,Male,Nova Scotia,Associate degree
41,Male,Ontario,Associate degree
74,Male,Manitoba,High school diploma
59,Female,Nova Scotia,Associate degree
80,Female,Ontario,High school diploma
39,Female,Saskatchewan,Bachelor's degree
27,Female,British Columbia,Bachelor's degree
45,Female,Newfoundland and Labrador,No high school diploma
51,Female,Manitoba,Associate degree
34,Female,Nova Scotia,Bachelor's degree
15,Female,Nova Scotia,No high school diploma
47,Male,Alberta,High school diploma
54,Female,Manitoba,Associate degree
80,Male,British Columbia,Master's degree
60,Male,Quebec,No high school diploma
31,Female,Quebec,No high school diploma
76,Male,British Columbia,Associate degree
58,Male,Quebec,Associate degree
78,Male,Ontario,Associate degree
65,Male,British Columbia,Associate degree
74,Female,Quebec,Associate degree
67,Female,Manitoba,Associate degree
67,Female,Ontario,Associate degree
80,Female,New Brunswick,Associate degree
67,Male,Newfoundland and Labrador,Associate degree
61,Male,New Brunswick,Bachelor's degree
68,Male,Ontario,High school diploma
32,Female,Manitoba,Bachelor's degree
24,Female,Ontario,Bachelor's degree
69,Female,Quebec,Associate degree
61,Male,Quebec,High school diploma
15,Male,Ontario,No high school diploma
50,Male,Nova Scotia,Associate degree
24,Male,British Columbia,Associate degree
71,Male,British Columbia,Master's degree
64,Male,Newfoundland and Labrador,Associate degree
77,Male,New Brunswick,Master's degree
78,Female,Nova Scotia,Associate degree
37,Male,Ontario,Associate degree
63,Female,British Columbia,Associate degree
21,Male,Ontario,High school diploma
80,Female,Nova Scotia,High school diploma
32,Male,Ontario,Master's degree
71,Male,British Columbia,Bachelor's degree
22,Male,Quebec,High school diploma
29,Male,British Columbia,Associate degree
80,Female,British Columbia,Associate degree
41,Female,British Columbia,Associate degree
35,Male,Alberta,High school diploma
27,Male,Saskatchewan,High school diploma
77,Male,Prince Edward Island,Bachelor's degree
63,Female,Ontario,Associate degree
54,Female,British Columbia,Associate degree
16,Male,New Brunswick,No high school diploma
22,Male,Prince Edward Island,High school diploma
36,Male,British Columbia,Bachelor's degree
46,Female,Alberta,Bachelor's degree
38,Female,Nova Scotia,Associate degree
67,Male,Ontario,Bachelor's degree
64,Male,Alberta,Master's degree
80,Male,New Brunswick,No high school diploma
59,Male,Ontario,Bachelor's degree
59,Female,Ontario,Bachelor's degree
78,Female,Quebec,Associate degree
51,Female,British Columbia,No high school diploma
50,Male,Manitoba,Bachelor's degree
52,Male,Nova Scotia,Associate degree
54,Female,Quebec,Associate degree
40,Male,New Brunswick,Master's degree
48,Male,Quebec,Associate degree
44,Female,Ontario,Associate degree
63,Male,Saskatchewan,Associate degree
44,Male,British Columbia,Bachelor's degree
31,Female,Alberta,Master's degree
59,Male,Ontario,No high school diploma
51,Female,Quebec,No high school diploma
73,Female,Nova Scotia,Associate degree
60,Female,Nova Scotia,High school diploma
80,Female,Ontario,No high school diploma
16,Female,British Columbia,No high school diploma
49,Male,Quebec,Associate degree
